2026-09-07 22:09:29,182 ip=127.0.0.1 method=GET path=/profile? status=302 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:29,269 ip=127.0.0.1 method=POST path=/register? status=302 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:29,275 ip=127.0.0.1 method=GET path=/login? status=200 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:29,349 ip=127.0.0.1 method=POST path=/login? status=302 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:29,354 ip=127.0.0.1 method=GET path=/? status=200 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,359 ip=127.0.0.1 method=GET path=/search?q=travel status=200 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,361 ip=127.0.0.1 method=GET path=/profile? status=200 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,366 ip=127.0.0.1 method=POST path=/profile/edit? status=302 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,367 ip=127.0.0.1 method=GET path=/profile? status=200 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,371 ip=127.0.0.1 method=POST path=/comment? status=302 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,375 ip=127.0.0.1 method=GET path=/comment? status=200 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,426 ip=127.0.0.1 method=POST path=/upload? status=302 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,429 ip=127.0.0.1 method=GET path=/upload? status=200 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,434 ip=127.0.0.1 method=GET path=/download?file=readme.txt status=200 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,436 ip=127.0.0.1 method=GET path=/admin? status=403 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,437 ip=127.0.0.1 method=GET path=/logout? status=302 agent='Werkzeug/3.1.8' username=workflow_user
2026-09-07 22:09:29,437 ip=127.0.0.1 method=GET path=/login? status=200 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:45,412 ip=127.0.0.1 method=POST path=/login? status=200 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:45,415 ip=127.0.0.1 method=POST path=/register? status=200 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:45,479 ip=127.0.0.1 method=POST path=/login? status=302 agent='Werkzeug/3.1.8' username=anonymous
2026-09-07 22:09:45,492 ip=127.0.0.1 method=GET path=/admin? status=200 agent='Werkzeug/3.1.8' username=admin
2026-09-07 22:09:45,493 ip=127.0.0.1 method=GET path=/not-a-route? status=404 agent='Werkzeug/3.1.8' username=admin
2026-09-07 22:10:43,893 ip=127.0.0.1 method=GET path=/? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.135.0 Chrome/148.0.7778.280 Electron/42.8.1 Safari/537.36' username=anonymous
2026-09-07 22:10:43,960 ip=127.0.0.1 method=GET path=/static/css/style.css? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.135.0 Chrome/148.0.7778.280 Electron/42.8.1 Safari/537.36' username=anonymous
2026-09-07 22:10:43,968 ip=127.0.0.1 method=GET path=/static/js/main.js? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.135.0 Chrome/148.0.7778.280 Electron/42.8.1 Safari/537.36' username=anonymous
2026-09-07 22:10:55,697 ip=127.0.0.1 method=GET path=/? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:10:55,704 ip=127.0.0.1 method=GET path=/static/css/style.css? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:10:55,710 ip=127.0.0.1 method=GET path=/static/js/main.js? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:11:11,056 ip=127.0.0.1 method=GET path=/login? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:11:11,062 ip=127.0.0.1 method=GET path=/static/css/style.css? status=304 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:11:11,063 ip=127.0.0.1 method=GET path=/static/js/main.js? status=304 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:11:14,065 ip=127.0.0.1 method=GET path=/register? status=200 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:11:14,071 ip=127.0.0.1 method=GET path=/static/css/style.css? status=304 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
2026-09-07 22:11:14,072 ip=127.0.0.1 method=GET path=/static/js/main.js? status=304 agent='Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36' username=anonymous
